name,domain,linkedin_url,headquarters,location,description,primary_industry,size,revenue_range,revenue_currency,country,company_type,employee_count,revenue_usd_m,rank,category,write_idempotency_key
Bulgari,bulgari.com,https://linkedin.com/company/bulgari,"Rome, Italy",Global,"Bulgari is a luxury brand renowned for its exquisite jewelry, watches, fragrances, and accessories. Founded in Rome, Italy, the company combines Italian craftsmanship with innovative designs, establishing itself as a leader in the global luxury market. As a subsidiary of LVMH, Bulgari continues to expand its presence worldwide.",Luxury Goods,"1,001-5,000 employees",$1B - $10B,USD,Italy,Subsidiary,4000,3000.0,58.0,Retail,089eff6e9920f9f4a0dfa4caf0e69017
Bloomingdale's,bloomingdales.com,https://linkedin.com/company/bloomingdales,"New York, NY, USA","New York, NY, USA","Bloomingdale's is a leading upscale department store chain known for its high-quality fashion, accessories, home goods, and beauty products. As a subsidiary of Macy's, it operates in the retail industry with a focus on delivering premium shopping experiences. The company is recognized for its iconic branding and innovative retail strategies.",Fashion Retail,"10,001+ employees",$1B - $10B,USD,United States,Subsidiary,10000,3000.0,59.0,Retail,e27a572bb828cde405de2148737d5fea
Peloton,onepeloton.com,https://linkedin.com/company/peloton-interactive,"New York, NY, USA",Global,"Peloton is a leading fitness and wellness company that offers connected fitness equipment, including stationary bikes and treadmills, along with a subscription-based platform for live and on-demand fitness classes. The company is known for its innovative approach to home fitness and has a strong presence in the global fitness market.",Fitness Technology,"5,001-10,000 employees",$1B - $10B,USD,United States,Public Company,6500,2700.0,61.0,Retail,8c759b76b90f484ea88b3cce8a9ba457
Carter's Inc.,carters.com,https://linkedin.com/company/carters,"Atlanta, GA, USA",Global,"Carter's Inc. is a leading retailer and manufacturer of children's apparel and accessories, known for its trusted brands such as Carter's and OshKosh B'gosh. The company specializes in high-quality, affordable clothing for babies and young children, and operates through a mix of retail stores, e-commerce platforms, and wholesale partnerships. Carter's is a market leader in the children's apparel industry in North America.",Children's Apparel Retail,"10,001+ employees",$1B - $10B,USD,United States,Public Company,20000,2900.0,60.0,Retail,5233d2340938ec479d65f9438d915bde
Hyundai Department Store,hyundaidepartmentstore.com,https://linkedin.com/company/hyundai-department-store,"Seoul, South Korea","Seoul, South Korea","Hyundai Department Store is a leading South Korean retail company specializing in premium department stores, offering a wide range of products including fashion, cosmetics, home goods, and luxury items. Known for its high-quality customer service and curated shopping experiences, the company is a key player in the South Korean retail market.",Luxury Retail,"5,001-10,000 employees",$1B - $10B,USD,South Korea,Public Company,7000,2500.0,62.0,Retail,b0a3ee1b7da05486d5962354fc3c038c
"J. Crew Group, Inc.",jcrew.com,https://linkedin.com/company/j-crew,"New York, NY, USA","New York, NY, USA","J. Crew Group, Inc. is a leading American multi-brand retailer specializing in high-quality apparel, accessories, and footwear. Known for its timeless and stylish designs, the company operates through its J.Crew and Madewell brands, catering to a diverse customer base. With a strong presence in both physical stores and online, J. Crew is a prominent name in the fashion retail industry.",Fashion Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Private Company,9000,2500.0,63.0,Retail,9eb4b2b6783a938394b78a7083919688
Chalhoub Group,chalhoubgroup.com,https://linkedin.com/company/chalhoub-group,"Dubai, UAE",Global,"Chalhoub Group is a leading luxury retail and distribution company in the Middle East, specializing in fashion, beauty, and lifestyle products. With a strong presence across the region, the company partners with prestigious global brands and operates a wide network of retail stores. Chalhoub Group is recognized for its commitment to innovation, customer experience, and sustainability.",Luxury Retail,"10,001+ employees",$1B - $10B,USD,UAE,Private Company,12000,2500.0,64.0,Retail,238e144ebe30d601ed903e532e98c28c
"Guitar Center, Inc.",guitarcenter.com,https://linkedin.com/company/guitar-center,"Westlake Village, CA, USA","Westlake Village, CA, USA","Guitar Center, Inc. is a leading retailer of musical instruments, equipment, and accessories, catering to musicians of all levels. With a strong presence across the United States, the company offers a wide range of products including guitars, drums, keyboards, and recording gear. Known for its extensive inventory and knowledgeable staff, Guitar Center is a trusted destination for music enthusiasts.",Music Retail,"10,001+ employees",$1B - $10B,USD,United States,Private Company,10000,2500.0,65.0,Retail,13f99688fcd698ee3e8ca670d6ca1c0c
Clarins,clarins.com,https://linkedin.com/company/clarins,"Paris, Île-de-France, France",Global,"Clarins is a leading French luxury skincare and cosmetics company known for its high-quality, plant-based beauty products. Founded in 1954, the company offers a wide range of skincare, makeup, and fragrance products, catering to a global clientele. Clarins is recognized for its innovation, sustainability efforts, and strong market presence in the beauty and cosmetics industry.",Beauty & Cosmetics,"5,001-10,000 employees",$1B - $10B,USD,France,Private Company,8000,2500.0,66.0,Retail,54d37c0159e7b344768cafeaff161f5d
Bob's Discount Furniture Inc,mybobs.com,https://linkedin.com/company/bobs-discount-furniture,"Manchester, CT, USA",United States,"Bob's Discount Furniture Inc is a leading furniture retailer offering a wide range of affordable and stylish home furnishings. Known for its value-driven approach, the company provides high-quality products including sofas, beds, dining sets, and more. With a strong presence in the U.S., Bob's Discount Furniture is recognized for its customer-centric service and innovative shopping experience.",Furniture Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Private Company,5000,2500.0,67.0,Retail,62ef305f9ad32c74552cb74f16c0cbe1
"Big Y Foods, Inc.",bigy.com,https://linkedin.com/company/big-y-foods,"Springfield, MA, USA","Springfield, MA, USA","Big Y Foods, Inc. is a family-owned supermarket chain operating primarily in Massachusetts and Connecticut. The company offers a wide range of grocery products, including fresh produce, bakery items, prepared foods, and household essentials. Known for its commitment to quality and customer service, Big Y is a prominent player in the regional grocery market.",Supermarkets & Grocery Retail,"10,001+ employees",$1B - $10B,USD,United States,Private Company,12000,2500.0,68.0,CPG,0d9cf7be39387712ebd23201159148da
Kontoor Brands,kontoorbrands.com,https://linkedin.com/company/kontoor-brands,"Greensboro, NC, USA",Global,"Kontoor Brands is a leading lifestyle apparel company known for its iconic denim brands, including Wrangler and Lee. The company designs, manufactures, and distributes high-quality apparel and accessories, catering to a global market. With a strong focus on sustainability and innovation, Kontoor Brands is a prominent player in the consumer goods industry.",Apparel & Fashion,"10,001+ employees",$1B - $10B,USD,United States,Public Company,14000,2500.0,69.0,CPG,8a0c73cae828807fae030565b205852b
La-Z-Boy Incorporated,la-z-boy.com,https://linkedin.com/company/la-z-boy,"Monroe, MI, USA",Global,"La-Z-Boy Incorporated is a leading manufacturer and retailer of comfortable home furniture, including recliners, sofas, and chairs. Known for its iconic recliner chairs, the company operates globally and serves customers with high-quality, stylish, and durable furniture solutions. It is a trusted brand in the home furnishings industry.",Furniture Retail,"10,001+ employees",$1B - $10B,USD,United States,Public Company,11000,2200.0,70.0,Retail,487b0b74108ba197aef971895511207a
La-Z-Boy Furniture Galleries of Atlanta,la-z-boy.com,https://linkedin.com/company/la-z-boy,"Monroe, MI, USA","Monroe, MI, USA","La-Z-Boy Furniture Galleries of Atlanta is a leading retailer specializing in comfortable and stylish home furniture, including recliners, sofas, and home décor. Known for its iconic recliners, the company has a strong market presence and offers a wide range of customizable furniture options. It operates as part of La-Z-Boy Incorporated, a globally recognized brand in the furniture industry.",Furniture Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Public Company,9000,2200.0,71.0,Retail,d3d0904b84948b6ab09f9c9e411d1b5f
"Aaron's, Inc.",aarons.com,https://linkedin.com/company/aarons-inc,"Atlanta, GA, USA","Atlanta, GA, USA","Aaron's, Inc. is a leading retailer specializing in lease-to-own furniture, electronics, appliances, and other household goods. The company serves customers across the United States, offering flexible payment options and a commitment to customer satisfaction. Aaron's has established itself as a trusted name in the retail industry with a focus on affordability and accessibility.",Consumer Electronics and Furniture Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Public Company,9200,2100.0,72.0,Retail,a365e0d0f8db070f900a0fa3d9b4719e
Aritzia,aritzia.com,https://linkedin.com/company/aritzia,"Vancouver, British Columbia, Canada",Global,"Aritzia is a Canadian fashion retailer known for its exclusive in-house brands and curated collections of women's clothing and accessories. The company operates a network of boutiques across North America and has a strong online presence, catering to a premium and stylish customer base. Aritzia is recognized for its high-quality products and modern, minimalist aesthetic.",Fashion Retail,"5,001-10,000 employees",$1B - $10B,USD,Canada,Public Company,6000,2100.0,73.0,Retail,247a6f72423c74edb76696296e15c809
JoAnn,joann.com,https://linkedin.com/company/joann-stores,"Hudson, Ohio, USA","Hudson, Ohio, USA","JoAnn is a leading specialty retailer of fabrics, crafts, and home decor products. The company serves a wide range of customers, from hobbyists to professional crafters, offering a diverse selection of materials and tools. With a strong presence in the U.S., JoAnn is known for its commitment to creativity and innovation in the crafting industry.",Craft & Fabric Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Public Company,8500,2000.0,74.0,Retail,a5a216587f7dd568eebeab4b416d24ba
"Crate & Barrel Holdings, Inc.",crateandbarrel.com,https://linkedin.com/company/crate-and-barrel,"Northbrook, IL, USA","Northbrook, IL, USA","Crate & Barrel Holdings, Inc. is a leading retailer specializing in home furnishings and decor. Known for its modern and stylish designs, the company offers a wide range of furniture, kitchenware, and home accessories. It serves customers through its physical stores and online platform, maintaining a strong presence in the consumer goods market.",Home Furnishings Retail,"5,001-10,000 employees",$1B - $10B,USD,United States,Private Company,7500,2000.0,75.0,CPG,07fae572aa2dabae02a39d0987023541
